gm_gmw_pk,bro_id,delivery_accountable_party,quality_regime,object_registration_time,latest_addition_time,registration_completion_time,latest_correction_time,under_review_time,deregistration_time,number_of_monitoring_tubes,nitg_code,well_code,owner,well_construction_date,well_removal_date,construction_standard,initial_function,well_head_protector,local_vertical_reference_point,ground_level_position,imbro_xml_url,delivered_location,ranking,coordinates
36618,GMW000000045502,27364178,IMBRO/A,2021-02-25T14:00:24+01:00,2021-02-25T14:00:24+01:00,,,,,4,B42F0134,GMW42F000134,27364178,26/09/1967,,onbekend,stand,koker,NAP,0.55,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000045502,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>56223.000 416783.000</gml:pos>
</gml:Point>",0.8,(3.95732145 51.73104238)
37144,GMW000000046028,27364178,IMBRO/A,2021-02-25T14:06:30+01:00,,2021-02-25T14:06:30+01:00,,,,1,B42F0134,GMW42F000134,27364178,29/08/1975,17/06/2008,onbekend,stand,koker,NAP,,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000046028,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>56223.000 416783.000</gml:pos>
</gml:Point>",0.6,(3.95732145 51.73104238)
41689,GMW000000050875,20168636,IMBRO/A,2021-09-14T14:33:36+02:00,2021-09-14T14:33:36+02:00,,,,,2,B42G0096,GMW42G000096,20168636,12/04/1990,,onbekend,stand,koker,NAP,,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000050875,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>41071.000 410611.000</gml:pos>
</gml:Point>",0.8,(3.74008565 51.67270307)
41829,GMW000000051015,20168636,IMBRO/A,2021-09-14T14:35:06+02:00,2021-09-14T14:35:06+02:00,,,,,2,B42G0096,GMW42G000096,20168636,01/03/1983,,onbekend,stand,koker,NAP,6.62,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000051015,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>41071.000 410611.000</gml:pos>
</gml:Point>",0.8,(3.74008565 51.67270307)
46664,GMW000000055899,50200097,IMBRO/A,2021-10-16T18:26:13+02:00,2021-10-16T18:26:13+02:00,,,,,1,B42G0204,GMW42G000204,27376655,30/08/1971,,onbekend,stand,geen,NAP,0.22,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000055899,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>41840.000 411160.000</gml:pos>
</gml:Point>",1,(3.75102067 51.67779197)
46808,GMW000000056043,50200097,IMBRO/A,2021-10-16T18:27:32+02:00,2021-10-16T18:27:32+02:00,2021-10-16T18:27:32+02:00,,,,1,B42G0204,GMW42G000204,27376655,28/02/1964,30/08/1971,onbekend,stand,geen,NAP,0.21,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056043,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>41840.000 411160.000</gml:pos>
</gml:Point>",0.8,(3.75102067 51.67779197)
48038,GMW000000057294,20168636,IMBRO/A,2021-11-03T16:04:23+01:00,2021-11-03T16:04:23+01:00,,,,,1,B42H0041,GMW42H000041,20168636,15/09/1975,,onbekend,stand,koker,NAP,,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000057294,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>53750.000 409214.000</gml:pos>
</gml:Point>",0.6,(3.923736151 51.662584457)
48094,GMW000000057350,20168636,IMBRO/A,2021-11-03T16:05:13+01:00,2021-11-03T16:05:13+01:00,,,,,4,B42H0041,GMW42H000041,20168636,01/08/1962,,onbekend,stand,koker,NAP,-0.45,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000057350,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>53750.000 409214.000</gml:pos>
</gml:Point>",0.8,(3.923736151 51.662584457)
47991,GMW000000057247,20168636,IMBRO/A,2021-11-03T16:03:43+01:00,2021-11-03T16:03:43+01:00,,,,,4,B42H0043,GMW42H000043,20168636,01/03/1963,,onbekend,stand,koker,NAP,-0.3,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000057247,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>58742.000 410127.000</gml:pos>
</gml:Point>",0.8,(3.995617194 51.671668705)
47999,GMW000000057255,20168636,IMBRO/A,2021-11-03T16:03:50+01:00,,,,,,1,B42H0043,GMW42H000043,20168636,14/04/1986,,onbekend,stand,koker,NAP,,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000057255,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>58742.000 410127.000</gml:pos>
</gml:Point>",0.6,(3.995617194 51.671668705)
41634,GMW000000050820,20168636,IMBRO/A,2021-09-14T14:33:03+02:00,2021-09-14T14:33:03+02:00,,,,,1,B42H0051,GMW42H000051,20168636,1979,,onbekend,stand,koker,NAP,0.18,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000050820,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>58466.000 411749.000</gml:pos>
</gml:Point>",0.8,(3.99117867 51.68619704)
41872,GMW000000051058,20168636,IMBRO/A,2021-09-14T14:35:36+02:00,2021-09-14T14:35:36+02:00,,,,,3,B42H0051,GMW42H000051,20168636,21/03/1963,,onbekend,stand,koker,NAP,0.18,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000051058,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>58466.000 411749.000</gml:pos>
</gml:Point>",0.8,(3.99117867 51.68619704)
47973,GMW000000057229,20168636,IMBRO/A,2021-11-03T16:03:29+01:00,2021-11-03T16:03:29+01:00,,,,,1,B42H0113,GMW42H000113,20168636,1979,,onbekend,stand,koker,NAP,,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000057229,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>56174.000 411064.000</gml:pos>
</gml:Point>",0.6,(3.958237291 51.679641693)
47979,GMW000000057235,20168636,IMBRO/A,2021-11-03T16:03:33+01:00,2021-11-03T16:03:33+01:00,,,,,4,B42H0113,GMW42H000113,20168636,06/09/1962,,onbekend,stand,koker,NAP,0.55,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000057235,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>56174.000 411064.000</gml:pos>
</gml:Point>",0.8,(3.958237291 51.679641693)
47924,GMW000000057180,20168636,IMBRO/A,2021-11-03T16:02:43+01:00,2021-11-03T16:02:43+01:00,,,,,3,B42H0138,GMW42H000138,20168636,05/01/1962,,onbekend,stand,koker,NAP,0.08,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000057180,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>59918.000 405920.000</gml:pos>
</gml:Point>",0.8,(4.013760766 51.634063645)
48047,GMW000000057303,20168636,IMBRO/A,2021-11-03T16:04:31+01:00,2021-11-03T16:04:31+01:00,2021-11-03T16:04:31+01:00,,,,1,B42H0138,GMW42H000138,20168636,13/07/1973,17/06/2008,onbekend,stand,koker,NAP,0.08,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000057303,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>59918.000 405920.000</gml:pos>
</gml:Point>",0.8,(4.013760766 51.634063645)
36232,GMW000000045116,27364178,IMBRO/A,2021-02-25T13:56:01+01:00,,2021-02-25T13:56:01+01:00,,,,1,B42H0199,GMW42H000199,27364178,30/07/1973,17/06/2008,onbekend,stand,koker,NAP,,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000045116,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>56615.000 406965.000</gml:pos>
</gml:Point>",0.6,(3.96576888 51.64288473)
36763,GMW000000045647,27364178,IMBRO/A,2021-02-25T14:02:12+01:00,2021-02-25T14:02:12+01:00,,,,,3,B42H0199,GMW42H000199,27364178,05/01/1962,,onbekend,stand,koker,NAP,-0.5,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000045647,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>56615.000 406965.000</gml:pos>
</gml:Point>",0.8,(3.96576888 51.64288473)
34839,GMW000000043722,27364178,IMBRO/A,2021-02-25T13:37:05+01:00,2021-02-25T13:37:05+01:00,,,,,3,B42H0204,GMW42H000204,27364178,05/01/1962,,onbekend,stand,koker,NAP,0.5,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000043722,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>56641.000 409837.000</gml:pos>
</gml:Point>",0.8,(3.96533424 51.66869782)
36750,GMW000000045634,27364178,IMBRO/A,2021-02-25T14:02:03+01:00,,2021-02-25T14:02:03+01:00,,,,1,B42H0204,GMW42H000204,27364178,15/09/1975,17/06/2008,onbekend,stand,koker,NAP,,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000045634,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>56641.000 409837.000</gml:pos>
</gml:Point>",0.6,(3.96533424 51.66869782)
35678,GMW000000044561,27364178,IMBRO/A,2021-02-25T13:48:45+01:00,,2021-02-25T13:48:45+01:00,,,,1,B42H0206,GMW42H000206,27364178,16/07/1973,17/06/2008,onbekend,stand,koker,NAP,,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000044561,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>59653.000 407915.000</gml:pos>
</gml:Point>",0.6,(4.00938873 51.65194661)
36215,GMW000000045099,27364178,IMBRO/A,2021-02-25T13:55:47+01:00,2021-02-25T13:55:47+01:00,,,,,3,B42H0206,GMW42H000206,27364178,05/01/1962,,onbekend,stand,koker,NAP,-0.85,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000045099,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>59653.000 407915.000</gml:pos>
</gml:Point>",0.8,(4.00938873 51.65194661)
46567,GMW000000055802,50200097,IMBRO/A,2021-10-16T18:25:16+02:00,,2021-10-16T18:25:16+02:00,,,,1,B42H0213,GMW42H000213,27376655,01/08/1962,08/09/1966,onbekend,stand,geen,NAP,-0.68,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000055802,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>59700.000 407470.000</gml:pos>
</gml:Point>",0.8,(4.01018932 51.64795565)
46656,GMW000000055891,50200097,IMBRO/A,2021-10-16T18:26:08+02:00,,2021-10-16T18:26:08+02:00,,,,1,B42H0213,GMW42H000213,27376655,10/06/1971,10/03/1972,onbekend,stand,geen,NAP,,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000055891,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>59700.000 407470.000</gml:pos>
</gml:Point>",0.73334,(4.01018932 51.64795565)
46707,GMW000000055942,50200097,IMBRO/A,2021-10-16T18:26:36+02:00,,,,,,1,B42H0213,GMW42H000213,27376655,10/03/1972,,onbekend,stand,geen,NAP,-0.55,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000055942,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>59700.000 407470.000</gml:pos>
</gml:Point>",1,(4.01018932 51.64795565)
46708,GMW000000055943,50200097,IMBRO/A,2021-10-16T18:26:37+02:00,2021-10-16T18:26:37+02:00,2021-10-16T18:26:37+02:00,,,,1,B42H0213,GMW42H000213,27376655,08/09/1966,10/06/1971,onbekend,stand,geen,NAP,-0.64,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000055943,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>59700.000 407470.000</gml:pos>
</gml:Point>",0.8666600000000001,(4.01018932 51.64795565)
46525,GMW000000055760,50200097,IMBRO/A,2021-10-16T18:24:52+02:00,,2021-10-16T18:24:52+02:00,,,,1,B42H0214,GMW42H000214,27376655,23/11/1971,28/02/1980,onbekend,stand,geen,NAP,-0.14,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000055760,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>54380.000 408100.000</gml:pos>
</gml:Point>",1,(3.93316083 51.6526874)
46612,GMW000000055847,50200097,IMBRO/A,2021-10-16T18:25:43+02:00,2021-10-16T18:25:43+02:00,2021-10-16T18:25:43+02:00,,,,1,B42H0214,GMW42H000214,27376655,18/09/1965,23/11/1971,onbekend,stand,geen,NAP,-0.15,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000055847,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>54380.000 408100.000</gml:pos>
</gml:Point>",0.8,(3.93316083 51.6526874)
41509,GMW000000050695,20168636,IMBRO/A,2021-09-14T14:31:34+02:00,2021-09-14T14:31:34+02:00,,,,,2,B43C0058,GMW43C000058,20168636,01/06/1958,,onbekend,stand,koker,NAP,1.23,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000050695,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>65030.000 409430.000</gml:pos>
</gml:Point>",0.7,(4.0866781 51.66645005)
41517,GMW000000050703,20168636,IMBRO/A,2021-09-14T14:31:38+02:00,2021-09-14T14:31:38+02:00,2021-09-14T14:31:38+02:00,,,,3,B43C0058,GMW43C000058,20168636,1990,01/11/2004,onbekend,stand,koker,NAP,1.23,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000050703,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>65030.000 409430.000</gml:pos>
</gml:Point>",1,(4.0866781 51.66645005)
41874,GMW000000051060,20168636,IMBRO/A,2021-09-14T14:35:37+02:00,2021-09-14T14:35:37+02:00,,,,,1,B43C0058,GMW43C000058,20168636,28/09/1971,,onbekend,stand,koker,NAP,1.23,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000051060,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>65030.000 409430.000</gml:pos>
</gml:Point>",0.7,(4.0866781 51.66645005)
35581,GMW000000044464,27364178,IMBRO/A,2021-02-25T13:47:27+01:00,2021-02-25T13:47:27+01:00,,,,,3,B43C0059,GMW43C000059,27364178,16/05/1962,,onbekend,stand,koker,NAP,0.35,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000044464,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>63518.000 409620.000</gml:pos>
</gml:Point>",0.8,(4.06477774 51.66791269)
36191,GMW000000045075,27364178,IMBRO/A,2021-02-25T13:55:27+01:00,2021-02-25T13:55:27+01:00,,,,,1,B43C0059,GMW43C000059,27364178,14/09/1973,,onbekend,stand,koker,NAP,,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000045075,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>63518.000 409620.000</gml:pos>
</gml:Point>",0.6,(4.06477774 51.66791269)
47916,GMW000000057172,20168636,IMBRO/A,2021-11-03T16:02:35+01:00,2021-11-03T16:02:35+01:00,,,,,4,B43C0082,GMW43C000082,20168636,07/05/1963,,onbekend,stand,koker,NAP,0.34,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000057172,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>63314.000 409073.000</gml:pos>
</gml:Point>",0.8,(4.06197349 51.662963696)
47953,GMW000000057209,20168636,IMBRO/A,2021-11-03T16:03:09+01:00,2021-11-03T16:03:09+01:00,,,,,1,B43C0082,GMW43C000082,20168636,13/07/1973,,onbekend,stand,koker,NAP,,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000057209,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>63314.000 409073.000</gml:pos>
</gml:Point>",0.6,(4.06197349 51.662963696)
54477,GMW000000064978,20168636,IMBRO/A,2023-02-24T14:38:37+01:00,2023-02-24T14:38:37+01:00,,,,,2,B43C0372,GMW43C000372,20168636,07/06/1990,,onbekend,stand,onbekend,NAP,-0.57,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000064978,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>67979.000 405260.000</gml:pos>
</gml:Point>",0.8,(4.13033639 51.629440932)
54478,GMW000000064979,20168636,IMBRO/A,2023-02-24T14:38:38+01:00,,,,,,1,B43C0372,GMW43C000372,20168636,25/10/1996,,onbekend,stand,onbekend,NAP,-0.54,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000064979,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>67979.000 405260.000</gml:pos>
</gml:Point>",0.7,(4.13033639 51.629440932)
54479,GMW000000064980,20168636,IMBRO/A,2023-02-24T14:38:39+01:00,,,,,,2,B43C0372,GMW43C000372,20168636,22/04/2005,,onbekend,stand,onbekend,NAP,-0.62,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000064980,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>67979.000 405260.000</gml:pos>
</gml:Point>",1,(4.13033639 51.629440932)
46976,GMW000000056211,50200097,IMBRO/A,2021-10-16T18:39:32+02:00,,2021-10-16T18:39:32+02:00,,,,1,B48B0207,GMW48B000207,27376655,16/08/1982,15/02/1996,onbekend,stand,geen,NAP,0.12,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056211,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>35600.000 392600.000</gml:pos>
</gml:Point>",0.8,(3.66717007 51.50973054)
47109,GMW000000056344,50200097,IMBRO/A,2021-10-16T18:40:46+02:00,,,,,,1,B48B0207,GMW48B000207,27376655,15/02/1996,,onbekend,stand,geen,NAP,0.22,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056344,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>35600.000 392600.000</gml:pos>
</gml:Point>",1,(3.66717007 51.50973054)
46827,GMW000000056062,50200097,IMBRO/A,2021-10-16T18:38:08+02:00,,,,,,1,B48E0257,GMW48E000257,27376655,01/12/1994,,onbekend,stand,geen,NAP,1.54,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056062,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>41370.000 388080.000</gml:pos>
</gml:Point>",1,(3.75171811 51.47030954)
46900,GMW000000056135,50200097,IMBRO/A,2021-10-16T18:38:49+02:00,2021-10-16T18:38:49+02:00,2021-10-16T18:38:49+02:00,,,,1,B48E0257,GMW48E000257,27376655,13/01/1950,01/12/1994,onbekend,stand,geen,NAP,1.34,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056135,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>41370.000 388080.000</gml:pos>
</gml:Point>",0.8,(3.75171811 51.47030954)
54450,GMW000000064945,20168636,IMBRO/A,2023-02-23T21:53:53+01:00,2023-02-23T21:53:53+01:00,2023-02-28T13:13:06+01:00,,,,1,B48E0288,GMW48E000288,40516730,05/03/1987,16/04/2003,STOWAgwst,stand,geen,NAP,0.49,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000064945,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>42152.000 396177.000</gml:pos>
</gml:Point>",0.8,(3.760368202 51.543223874)
54451,GMW000000064946,20168636,IMBRO/A,2023-02-23T21:54:23+01:00,2023-02-23T21:54:23+01:00,,,,,1,B48E0288,GMW48E000288,40516730,16/04/2003,,STOWAgwst,stand,kokerMetaal,NAP,0.43,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000064946,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>42152.000 396177.000</gml:pos>
</gml:Point>",1,(3.760368202 51.543223874)
47004,GMW000000056239,50200097,IMBRO/A,2021-10-16T18:39:47+02:00,,2021-10-16T18:39:47+02:00,,,,1,B48F0225,GMW48F000225,27376655,28/05/1951,28/02/1968,onbekend,stand,geen,NAP,0.81,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056239,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>54720.000 388950.000</gml:pos>
</gml:Point>",0.8,(3.94355524 51.48066093)
47052,GMW000000056287,50200097,IMBRO/A,2021-10-16T18:40:14+02:00,,,,,,1,B48F0225,GMW48F000225,27376655,28/02/1968,,onbekend,stand,geen,NAP,0.7,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056287,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>54720.000 388950.000</gml:pos>
</gml:Point>",1,(3.94355524 51.48066093)
54485,GMW000000064986,20168636,IMBRO/A,2023-02-24T14:38:45+01:00,,,,,,2,B48F0235,GMW48F000235,20168636,23/05/1989,,onbekend,stand,onbekend,NAP,-1,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000064986,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>59420.000 389655.000</gml:pos>
</gml:Point>",0.8,(4.011006248 51.487813452)
54486,GMW000000064987,20168636,IMBRO/A,2023-02-24T14:38:46+01:00,2023-02-24T14:38:46+01:00,,,,,2,B48F0235,GMW48F000235,20168636,24/09/1996,,onbekend,stand,onbekend,NAP,,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000064987,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>59420.000 389655.000</gml:pos>
</gml:Point>",0.7,(4.011006248 51.487813452)
54487,GMW000000064988,20168636,IMBRO/A,2023-02-24T14:38:47+01:00,2023-02-24T14:38:47+01:00,,,,,1,B48F0235,GMW48F000235,20168636,01/08/1999,,onbekend,stand,onbekend,NAP,,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000064988,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>59420.000 389655.000</gml:pos>
</gml:Point>",0.6,(4.011006248 51.487813452)
54483,GMW000000064984,20168636,IMBRO/A,2023-02-24T14:38:43+01:00,,,,,,2,B48F0236,GMW48F000236,20168636,23/05/1989,,onbekend,stand,onbekend,NAP,-1.41,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000064984,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>59552.000 389862.000</gml:pos>
</gml:Point>",0.8,(4.012850126 51.489696044)
54484,GMW000000064985,20168636,IMBRO/A,2023-02-24T14:38:44+01:00,2023-02-24T14:38:44+01:00,,,,,1,B48F0236,GMW48F000236,20168636,24/09/1996,,onbekend,stand,onbekend,NAP,-0.95,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000064985,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>59552.000 389862.000</gml:pos>
</gml:Point>",0.8,(4.012850126 51.489696044)
