time,value,status_quality_control,censor_reason,censor_limit
2025-06-12T07:29:18+0200,3.751,goedgekeurd,,
2025-06-12T08:29:18+0200,3.749,goedgekeurd,,
2025-06-12T09:29:19+0200,3.750,goedgekeurd,,
2025-06-12T10:29:18+0200,3.750,goedgekeurd,,
2025-06-12T11:29:19+0200,3.747,goedgekeurd,,
2025-06-12T12:29:18+0200,3.745,goedgekeurd,,
2025-06-12T13:29:19+0200,3.748,goedgekeurd,,
2025-06-12T14:29:19+0200,3.751,goedgekeurd,,
2025-06-12T15:29:20+0200,3.750,goedgekeurd,,
2025-06-12T16:29:20+0200,3.747,goedgekeurd,,
2025-06-12T17:29:20+0200,3.749,goedgekeurd,,
2025-06-12T18:29:20+0200,3.746,goedgekeurd,,
2025-06-12T19:29:20+0200,3.747,goedgekeurd,,
2025-06-12T20:29:20+0200,3.747,goedgekeurd,,
2025-06-12T21:29:20+0200,3.747,goedgekeurd,,
2025-06-12T22:29:20+0200,3.744,goedgekeurd,,
2025-06-12T23:29:21+0200,3.743,goedgekeurd,,
2025-06-13T00:29:21+0200,3.742,goedgekeurd,,
2025-06-13T01:29:21+0200,3.744,goedgekeurd,,
2025-06-13T02:29:21+0200,3.743,goedgekeurd,,
2025-06-13T03:29:21+0200,3.738,goedgekeurd,,
2025-06-13T04:29:21+0200,3.739,goedgekeurd,,
2025-06-13T05:29:22+0200,3.738,goedgekeurd,,
2025-06-13T06:29:22+0200,3.739,goedgekeurd,,
2025-06-13T07:29:23+0200,3.738,goedgekeurd,,
2025-06-13T08:29:23+0200,3.737,goedgekeurd,,
2025-06-13T09:29:23+0200,3.735,goedgekeurd,,
2025-06-13T10:29:23+0200,3.732,goedgekeurd,,
2025-06-13T11:29:23+0200,3.733,goedgekeurd,,
2025-06-13T12:29:23+0200,3.730,goedgekeurd,,
2025-06-13T13:29:23+0200,3.731,goedgekeurd,,
2025-06-13T14:29:23+0200,3.728,goedgekeurd,,
2025-06-13T15:29:24+0200,3.726,goedgekeurd,,
2025-06-13T16:29:24+0200,3.726,goedgekeurd,,
2025-06-13T17:29:24+0200,3.722,goedgekeurd,,
2025-06-13T18:29:24+0200,3.726,goedgekeurd,,
2025-06-13T19:29:24+0200,3.724,goedgekeurd,,
2025-06-13T20:29:24+0200,3.721,goedgekeurd,,
2025-06-13T21:29:24+0200,3.724,goedgekeurd,,
2025-06-13T22:29:25+0200,3.724,goedgekeurd,,
2025-06-13T23:29:25+0200,3.719,goedgekeurd,,
2025-06-14T00:29:26+0200,3.718,goedgekeurd,,
2025-06-14T01:29:26+0200,3.715,goedgekeurd,,
2025-06-14T02:29:26+0200,3.714,goedgekeurd,,
2025-06-14T03:29:25+0200,3.713,goedgekeurd,,
2025-06-14T04:29:25+0200,3.714,goedgekeurd,,
2025-06-14T05:29:26+0200,3.713,goedgekeurd,,
2025-06-14T06:29:26+0200,3.710,goedgekeurd,,
2025-06-14T07:29:26+0200,3.709,goedgekeurd,,
2025-06-14T08:29:26+0200,3.711,goedgekeurd,,
2025-06-14T09:29:26+0200,3.710,goedgekeurd,,
2025-06-14T10:29:27+0200,3.710,goedgekeurd,,
2025-06-14T11:29:27+0200,3.707,goedgekeurd,,
2025-06-14T12:29:27+0200,3.704,goedgekeurd,,
