time,value,status_quality_control,censor_reason,censor_limit
2025-06-18T04:07:09+0200,0.278,afgekeurd,,
2025-06-18T05:07:09+0200,0.280,afgekeurd,,
2025-06-18T06:07:09+0200,0.281,afgekeurd,,
2025-06-18T07:07:09+0200,0.281,afgekeurd,,
2025-06-18T08:07:10+0200,0.278,afgekeurd,,
2025-06-18T09:07:10+0200,0.283,afgekeurd,,
2025-06-18T10:07:09+0200,0.285,afgekeurd,,
2025-06-18T11:07:10+0200,0.283,afgekeurd,,
2025-06-18T12:07:10+0200,0.283,afgekeurd,,
2025-06-18T13:07:10+0200,0.281,afgekeurd,,
2025-06-18T14:07:10+0200,0.281,afgekeurd,,
2025-06-18T15:07:10+0200,0.283,afgekeurd,,
2025-06-18T16:07:10+0200,0.280,afgekeurd,,
2025-06-18T17:07:10+0200,0.280,afgekeurd,,
2025-06-18T18:07:10+0200,0.282,afgekeurd,,
2025-06-18T19:07:11+0200,0.283,afgekeurd,,
2025-06-18T20:07:11+0200,0.280,afgekeurd,,
2025-06-18T21:07:10+0200,0.282,afgekeurd,,
2025-06-18T22:07:10+0200,0.282,afgekeurd,,
2025-06-18T23:07:11+0200,0.282,afgekeurd,,
2025-06-19T00:07:11+0200,0.283,afgekeurd,,
2025-06-19T01:07:11+0200,0.282,afgekeurd,,
2025-06-19T02:07:12+0200,0.280,afgekeurd,,
2025-06-19T03:07:11+0200,0.282,afgekeurd,,
2025-06-19T04:07:11+0200,0.280,afgekeurd,,
2025-06-19T05:07:12+0200,0.282,afgekeurd,,
2025-06-19T06:07:12+0200,0.284,afgekeurd,,
2025-06-19T07:07:12+0200,0.280,afgekeurd,,
2025-06-19T08:07:11+0200,0.283,afgekeurd,,
2025-06-19T09:07:13+0200,0.283,afgekeurd,,
2025-06-19T10:07:13+0200,0.279,afgekeurd,,
2025-06-19T11:07:12+0200,0.281,afgekeurd,,
2025-06-19T12:07:12+0200,0.281,afgekeurd,,
2025-06-19T13:07:13+0200,0.282,afgekeurd,,
2025-06-19T14:07:12+0200,0.281,afgekeurd,,
2025-06-19T15:07:13+0200,0.282,afgekeurd,,
2025-06-19T16:07:12+0200,0.281,afgekeurd,,
2025-06-19T17:07:13+0200,0.280,afgekeurd,,
2025-06-19T18:07:13+0200,0.281,afgekeurd,,
2025-06-19T19:07:13+0200,0.281,afgekeurd,,
2025-06-19T20:07:13+0200,0.283,afgekeurd,,
2025-06-19T21:07:13+0200,0.280,afgekeurd,,
2025-06-19T22:07:14+0200,0.282,afgekeurd,,
2025-06-19T23:07:13+0200,0.282,afgekeurd,,
2025-06-20T00:07:13+0200,0.281,afgekeurd,,
2025-06-20T01:07:13+0200,0.283,afgekeurd,,
2025-06-20T02:07:14+0200,0.282,afgekeurd,,
2025-06-20T03:07:13+0200,0.281,afgekeurd,,
2025-06-20T04:07:14+0200,0.281,afgekeurd,,
2025-06-20T05:07:14+0200,0.281,afgekeurd,,
2025-06-20T06:07:14+0200,0.282,afgekeurd,,
2025-06-20T07:07:14+0200,0.281,afgekeurd,,
2025-06-20T08:07:14+0200,0.279,afgekeurd,,
2025-06-20T09:07:15+0200,0.279,afgekeurd,,
2025-06-20T10:07:15+0200,0.280,afgekeurd,,
2025-06-20T11:07:15+0200,0.281,afgekeurd,,
2025-06-20T12:07:15+0200,0.280,afgekeurd,,
2025-06-20T13:07:15+0200,0.282,afgekeurd,,
2025-06-20T14:07:15+0200,0.280,afgekeurd,,
2025-06-20T15:07:14+0200,0.280,afgekeurd,,
2025-06-20T16:07:14+0200,0.282,afgekeurd,,
2025-06-20T17:07:14+0200,0.281,afgekeurd,,
2025-06-20T18:07:15+0200,0.278,afgekeurd,,
2025-06-20T19:07:15+0200,0.282,afgekeurd,,
2025-06-20T20:07:15+0200,0.281,afgekeurd,,
2025-06-20T21:07:15+0200,0.281,afgekeurd,,
